"","geneName","name","intensity","time"
"308","csiD","JH01_A02",23.3715592299477,30
"309","csiD","JH01_A03",165.155839997683,60
"310","csiD","JH01_A04",230.514471377613,90
"311","csiD","JH01_A05",1399.51405558018,120
"312","csiD","JH01_A06",3191.57740433247,150
"313","csiD","JH01_B01",10.9993797608627,0
"314","csiD","JH01_B02",62.6390646568293,30
"315","csiD","JH01_B03",142.223574692103,60
"316","csiD","JH01_B04",5043.83154001844,90
"317","csiD","JH01_B05",865.548717157203,120
"318","csiD","JH01_B06",3440.77500527534,150
"319","csiD","JH01_C01",17.461736812431,0
"320","csiD","JH01_C02",8.11652513076573,30
"321","csiD","JH01_C03",67.7869014575124,60
"322","csiD","JH01_C04",3964.15112099249,90
"323","csiD","JH01_C05",2580.69904761768,120
"324","csiD","JH01_C06",6757.87958760742,150
"325","yhiM","JH01_A01",98.4905667041124,0
"326","yhiM","JH01_A02",25.1693714784052,30
"327","yhiM","JH01_A03",37.6304445564341,60
"328","yhiM","JH01_A04",51.5762972488723,90
"329","yhiM","JH01_A05",222.880211540173,120
"330","yhiM","JH01_A06",3296.65938087502,150
"331","yhiM","JH01_B01",90.5333564932544,0
"332","yhiM","JH01_B02",15.185227795595,30
"333","yhiM","JH01_B03",55.5018828066744,60
"334","yhiM","JH01_B04",116.140857829372,90
"335","yhiM","JH01_B05",710.259094373116,120
"336","yhiM","JH01_B06",4901.20278384734,150
"337","yhiM","JH01_C01",42.1991972967082,0
"338","yhiM","JH01_C02",59.1346830955789,30
"339","yhiM","JH01_C03",63.1650672672275,60
"340","yhiM","JH01_C04",163.075795226202,90
"341","yhiM","JH01_C05",1602.4941113812,120
"342","yhiM","JH01_C06",6422.23477450044,150
"343","yhiD","JH01_A01",17.4540244792098,0
"344","yhiD","JH01_A02",80.9015511805881,30
"345","yhiD","JH01_A03",55.4003767080836,60
"346","yhiD","JH01_A04",26.3144373718736,90
"347","yhiD","JH01_A05",2267.8785161263,120
"348","yhiD","JH01_A06",10838.0169966878,150
"349","yhiD","JH01_B01",31.3059270116861,0
"350","yhiD","JH01_B02",47.4538368612344,30
"351","yhiD","JH01_B03",25.4383629530591,60
"352","yhiD","JH01_B04",437.602160749955,90
"353","yhiD","JH01_B05",4412.38915886095,120
"354","yhiD","JH01_B06",10279.3712576327,150
"355","yhiD","JH01_C01",21.8271710155387,0
"356","yhiD","JH01_C02",38.2636184736099,30
"357","yhiD","JH01_C03",44.1641933738339,60
"358","yhiD","JH01_C04",1326.75245745762,90
"359","yhiD","JH01_C05",8003.35684631994,120
"360","yhiD","JH01_C06",12232.0042714758,150
"361","hdeB","JH01_A01",127.165035491386,0
"362","hdeB","JH01_A02",134.835918634314,30
"363","hdeB","JH01_A03",256.096081009066,60
"364","hdeB","JH01_A04",151.571159261992,90
"365","hdeB","JH01_A05",16865.0850979067,120
"366","hdeB","JH01_A06",76649.2481596607,150
"367","hdeB","JH01_B01",83.7645074096466,0
"368","hdeB","JH01_B02",115.787361941412,30
"369","hdeB","JH01_B03",156.099045393772,60
"370","hdeB","JH01_B04",3021.73624745348,90
"371","hdeB","JH01_B05",40940.4543215357,120
"372","hdeB","JH01_B06",87729.4716299539,150
"373","hdeB","JH01_C01",103.315276140217,0
"374","hdeB","JH01_C02",200.594121088924,30
"375","hdeB","JH01_C03",207.982538562822,60
"376","hdeB","JH01_C04",9863.06568905139,90
"377","hdeB","JH01_C05",56261.9733512413,120
"378","hdeB","JH01_C06",107963.441378873,150
"379","hdeA","JH01_A01",204.4614296136,0
"380","hdeA","JH01_A02",444.059625369006,30
"381","hdeA","JH01_A03",537.279125055754,60
"382","hdeA","JH01_A04",623.125876965967,90
"383","hdeA","JH01_A05",35694.1211507486,120
"384","hdeA","JH01_A06",139999.106602013,150
"385","hdeA","JH01_B01",295.291041272391,0
"386","hdeA","JH01_B02",373.936234466527,30
"387","hdeA","JH01_B03",598.957818622028,60
"388","hdeA","JH01_B04",6730.98489437905,90
"389","hdeA","JH01_B05",70430.2082613858,120
"390","hdeA","JH01_B06",172899.615167557,150
"391","hdeA","JH01_C01",218.271710155387,0
"392","hdeA","JH01_C02",582.070802234914,30
"393","hdeA","JH01_C03",580.296959446887,60
"394","hdeA","JH01_C04",19071.8149157754,90
"395","hdeA","JH01_C05",95930.9176288066,120
"396","hdeA","JH01_C06",184157.5821588,150
"397","hdeD","JH01_A01",108.464294977947,0
"398","hdeD","JH01_A02",62.923428696013,30
"399","hdeD","JH01_A03",130.661265820952,60
"400","hdeD","JH01_A04",93.67939704387,90
"401","hdeD","JH01_A05",4871.52462366377,120
"402","hdeD","JH01_A06",16750.9874869543,150
"403","hdeD","JH01_B01",126.069814182195,0
"404","hdeD","JH01_B02",113.889208466962,30
"405","hdeD","JH01_B03",104.066030262515,60
"406","hdeD","JH01_B04",1077.41385075641,90
"407","hdeD","JH01_B05",10306.3940629733,120
"408","hdeD","JH01_B06",23631.7259660107,150
"409","hdeD","JH01_C01",158.610776046248,0
"410","hdeD","JH01_C02",75.3677333571104,30
"411","hdeD","JH01_C03",87.8148496154138,60
"412","hdeD","JH01_C04",2041.46736246134,90
"413","hdeD","JH01_C05",10154.1925446287,120
"414","hdeD","JH01_C06",19885.3980614758,150
"415","gadE","JH01_A01",17.4540244792098,0
"416","gadE","JH01_A02",8.98906124228757,30
"417","gadE","JH01_A03",18.8152222782171,60
"418","gadE","JH01_A04",53.6814522386221,90
"419","gadE","JH01_A05",2416.94774852005,120
"420","gadE","JH01_A06",13292.4865217692,150
"421","gadE","JH01_B01",19.4604411153725,0
"422","gadE","JH01_B02",11.3889208466962,30
"423","gadE","JH01_B03",25.4383629530591,60
"424","gadE","JH01_B04",287.241228738715,90
"425","gadE","JH01_B05",6844.19919434453,120
"426","gadE","JH01_B06",26547.2123033805,150
"427","gadE","JH01_C01",8.7308684062155,0
"428","gadE","JH01_C02",28.9875897527348,30
"429","gadE","JH01_C03",40.5694334480567,60
"430","gadE","JH01_C04",1292.52667327434,90
"431","gadE","JH01_C05",10966.8317385519,120
"432","gadE","JH01_C06",26700.025844289,150
"433","mdtE","JH01_A01",3.74014810268781,0
"434","mdtE","JH01_A02",7.19124899383005,30
"435","mdtE","JH01_A03",38.6757346830018,60
"436","mdtE","JH01_A04",29.4721698564984,90
"437","mdtE","JH01_A05",667.193360519608,120
"438","mdtE","JH01_A06",3065.01881944546,150
